solver;pc;dt;np;L2;H1;time
preonly;lu;5e-07;16;2.5875729878845825e-15;1.734502470366909e-12;2.56
preonly;lu;2.5e-07;1;3.256006512076171e-15;2.0017989094520377e-12;1.83
preonly;lu;2.5e-07;2;3.256006512076173e-15;2.0017989094520394e-12;1.82
preonly;lu;2.5e-07;4;3.2560065120761703e-15;2.001798909452038e-12;1.71
preonly;lu;2.5e-07;8;3.2560065120761703e-15;2.0017989094520386e-12;1.79
preonly;lu;2.5e-07;16;3.256006512076169e-15;2.0017989094520386e-12;2.83
preonly;lu;1.25e-07;1;2.984151857202077e-15;1.9491309869683304e-12;2.29
preonly;lu;1.25e-07;2;2.9841518572020755e-15;1.9491309869683292e-12;2.32
preonly;lu;1.25e-07;4;2.9841518572020802e-15;1.949130986968328e-12;2.07
preonly;lu;1.25e-07;8;2.984151857202079e-15;1.9491309869683284e-12;2.10
preonly;lu;1.25e-07;16;2.984151857202079e-15;1.949130986968329e-12;3.32
preonly;lu;6.25e-08;1;2.905123178973388e-15;1.9059750903521655e-12;3.35
preonly;lu;6.25e-08;2;2.905123178973385e-15;1.9059750903521667e-12;3.33
preonly;lu;6.25e-08;4;2.905123178973385e-15;1.9059750903521655e-12;2.77
preonly;lu;6.25e-08;8;2.9051231789733855e-15;1.9059750903521663e-12;2.76
preonly;lu;6.25e-08;16;2.905123178973385e-15;1.9059750903521667e-12;4.35
preonly;lu;3.125e-08;1;2.9692398522424556e-15;1.9504646635251486e-12;5.36
preonly;lu;3.125e-08;2;2.9692398522424532e-15;1.95046466352515e-12;5.37
preonly;lu;3.125e-08;4;2.9692398522424532e-15;1.9504646635251502e-12;4.24
preonly;lu;3.125e-08;8;2.969239852242451e-15;1.9504646635251494e-12;4.37
preonly;lu;3.125e-08;16;2.9692398522424512e-15;1.95046466352515e-12;6.53
preonly;lu;1.5625e-08;1;2.9936588897930187e-15;1.9888111892008907e-12;9.62
preonly;lu;1.5625e-08;2;2.9936588897930136e-15;1.9888111892008883e-12;9.30
preonly;lu;1.5625e-08;4;2.9936588897930175e-15;1.988811189200889e-12;7.07
preonly;lu;1.5625e-08;8;2.9936588897930167e-15;1.9888111892008895e-12;6.71
preonly;lu;1.5625e-08;16;2.993658889793016e-15;1.9888111892008887e-12;11.16
preonly;bjacobi;5e-07;1;0.028973206516444413;235.4931696462714;1.32
preonly;bjacobi;5e-07;2;2220595.8911611694;25935107361.21462;1.33
preonly;bjacobi;5e-07;4;23188.452637455837;248656133.76692396;1.31
preonly;bjacobi;5e-07;8;1150152.862926765;12643872822.793924;1.38
preonly;bjacobi;5e-07;16;573439.5979551292;6020210870.96736;2.22
preonly;bjacobi;2.5e-07;1;3.068483682697378e-15;1.9985090820397683e-12;1.44
preonly;bjacobi;2.5e-07;2;3.696366494866424e+16;5.2508975113988e+20;1.39
preonly;bjacobi;2.5e-07;4;297839512231.4454;4010075448718586.0;1.34
preonly;bjacobi;2.5e-07;8;1055732063177608.1;1.4945610318010348e+19;1.42
preonly;bjacobi;2.5e-07;16;73106552317826.6;9.761275791008001e+17;2.25
preonly;bjacobi;1.25e-07;1;1.601273885218309e-15;1.6108668045339134e-12;1.66
preonly;bjacobi;1.25e-07;2;1.5055950804680524e-15;1.5960400942148519e-12;1.53
preonly;bjacobi;1.25e-07;4;1.4767906124637944e-15;1.5936717009670551e-12;1.47
preonly;bjacobi;1.25e-07;8;1.42596224398834e-15;1.589559724472082e-12;1.45
preonly;bjacobi;1.25e-07;16;1.4121841427882273e-15;1.593901876482579e-12;2.34
preonly;bjacobi;6.25e-08;1;2.1412465081406407e-15;1.699103477506762e-12;2.19
preonly;bjacobi;6.25e-08;2;2.1364087397327664e-15;1.6883906862537709e-12;1.79
preonly;bjacobi;6.25e-08;4;2.207227114138801e-15;1.6830739232691842e-12;1.60
preonly;bjacobi;6.25e-08;8;2.2110533178683626e-15;1.676569294184217e-12;1.61
preonly;bjacobi;6.25e-08;16;2.238656095158871e-15;1.6684565168997413e-12;2.49
preonly;bjacobi;3.125e-08;1;2.3590907751229764e-15;1.7221205744964904e-12;3.04
preonly;bjacobi;3.125e-08;2;2.3906487326050385e-15;1.7200787508367378e-12;2.34
preonly;bjacobi;3.125e-08;4;2.499565639505435e-15;1.8003783992989001e-12;1.95
preonly;bjacobi;3.125e-08;8;2.5534226850716916e-15;1.833382171993539e-12;1.88
preonly;bjacobi;3.125e-08;16;2.6231950768095347e-15;1.853726221151097e-12;2.81
preonly;bjacobi;1.5625e-08;1;2.435050774098247e-15;1.7592705217096507e-12;4.90
preonly;bjacobi;1.5625e-08;2;2.4739240256830887e-15;1.7628039341628085e-12;3.43
preonly;bjacobi;1.5625e-08;4;2.59002194376759e-15;1.8539311619536353e-12;2.60
preonly;bjacobi;1.5625e-08;8;2.6561197919447274e-15;1.882729552533525e-12;2.36
preonly;bjacobi;1.5625e-08;16;2.7335701966125436e-15;1.8742559031619227e-12;3.46
preonly;asm;5e-07;1;0.028973206516444413;235.4931696462714;1.34
preonly;asm;5e-07;2;0.017202057168826522;149.2788567876962;1.37
preonly;asm;5e-07;4;0.10229242585950772;890.2516975902565;1.32
preonly;asm;5e-07;8;0.007176706922890377;54.3460697445162;1.39
preonly;asm;5e-07;16;0.014329994862832523;116.68039072081658;2.30
preonly;asm;2.5e-07;1;3.068483682697378e-15;1.9985090820397683e-12;1.49
preonly;asm;2.5e-07;2;3.0200732036859056e-15;1.9912558653450225e-12;1.43
preonly;asm;2.5e-07;4;3.0609659083764147e-15;2.0090461208798958e-12;1.37
preonly;asm;2.5e-07;8;3.0185790296851644e-15;2.0048632997907696e-12;1.45
preonly;asm;2.5e-07;16;2.9716025139536422e-15;2.009447039879736e-12;2.35
preonly;asm;1.25e-07;1;1.601273885218309e-15;1.6108668045339134e-12;1.73
preonly;asm;1.25e-07;2;1.6273468869922858e-15;1.6177926963375985e-12;1.59
preonly;asm;1.25e-07;4;1.6227931287046302e-15;1.618534033305258e-12;1.47
preonly;asm;1.25e-07;8;1.6437720792144735e-15;1.617679459304037e-12;1.50
preonly;asm;1.25e-07;16;1.6917484911961338e-15;1.629933644234265e-12;2.37
preonly;asm;6.25e-08;1;2.1412465081406407e-15;1.699103477506762e-12;2.20
preonly;asm;6.25e-08;2;2.0943065796797865e-15;1.6997990643570776e-12;1.87
preonly;asm;6.25e-08;4;2.0796649391935517e-15;1.6779565546709123e-12;1.64
preonly;asm;6.25e-08;8;2.0511883378928074e-15;1.6810542090420716e-12;1.65
preonly;asm;6.25e-08;16;2.0213935374024156e-15;1.659491449516587e-12;2.53
preonly;asm;3.125e-08;1;2.3590907751229764e-15;1.7221205744964904e-12;3.07
preonly;asm;3.125e-08;2;2.263067483500823e-15;1.6800491832135677e-12;2.39
preonly;asm;3.125e-08;4;2.2360516775658342e-15;1.6992145778048033e-12;2.00
preonly;asm;3.125e-08;8;2.1740148230021758e-15;1.67759302592472e-12;1.89
preonly;asm;3.125e-08;16;2.0889567982406202e-15;1.6657876362720465e-12;2.88
preonly;asm;1.5625e-08;1;2.435050774098247e-15;1.7592705217096507e-12;4.95
preonly;asm;1.5625e-08;2;2.3224311577754102e-15;1.7049262122140565e-12;3.55
preonly;asm;1.5625e-08;4;2.2914778331810358e-15;1.7416731678189995e-12;2.73
preonly;asm;1.5625e-08;8;2.219166085781192e-15;1.7112732125955881e-12;2.46
preonly;asm;1.5625e-08;16;2.1142751124458575e-15;1.6962692966722409e-12;3.60
gmres;cholesky;5e-07;1;2.5875729878845833e-15;1.7345024703669058e-12;1.67
gmres;cholesky;5e-07;2;2.587572987884586e-15;1.7345024703669102e-12;1.79
gmres;cholesky;5e-07;4;2.5875729878845813e-15;1.7345024703669092e-12;1.86
gmres;cholesky;5e-07;8;2.587572987884584e-15;1.734502470366908e-12;1.82
gmres;cholesky;5e-07;16;2.5875729878845825e-15;1.7345024703669092e-12;2.83
gmres;cholesky;2.5e-07;1;3.2560065120761723e-15;2.0017989094520394e-12;2.02
gmres;cholesky;2.5e-07;2;3.256006512076176e-15;2.0017989094520406e-12;2.27
gmres;cholesky;2.5e-07;4;3.25600651207617e-15;2.0017989094520377e-12;2.33
gmres;cholesky;2.5e-07;8;3.25600651207617e-15;2.0017989094520386e-12;2.17
gmres;cholesky;2.5e-07;16;3.256006512076169e-15;2.0017989094520386e-12;3.35
gmres;cholesky;1.25e-07;1;2.984151857202078e-15;1.949130986968329e-12;2.72
gmres;cholesky;1.25e-07;2;2.984151857202079e-15;1.949130986968331e-12;3.18
gmres;cholesky;1.25e-07;4;2.9841518572020802e-15;1.9491309869683292e-12;3.40
gmres;cholesky;1.25e-07;8;2.9841518572020782e-15;1.9491309869683292e-12;2.89
gmres;cholesky;1.25e-07;16;2.9841518572020794e-15;1.9491309869683296e-12;4.47
gmres;cholesky;6.25e-08;1;2.905123178973388e-15;1.905975090352164e-12;4.14
gmres;cholesky;6.25e-08;2;2.905123178973386e-15;1.905975090352167e-12;5.07
gmres;cholesky;6.25e-08;4;2.9051231789733855e-15;1.905975090352167e-12;5.44
gmres;cholesky;6.25e-08;8;2.905123178973386e-15;1.9059750903521667e-12;4.34
gmres;cholesky;6.25e-08;16;2.905123178973386e-15;1.9059750903521663e-12;6.88
gmres;cholesky;3.125e-08;1;2.9692398522424568e-15;1.95046466352515e-12;7.05
gmres;cholesky;3.125e-08;2;2.9692398522424524e-15;1.9504646635251494e-12;8.94
gmres;cholesky;3.125e-08;4;2.9692398522424532e-15;1.95046466352515e-12;9.40
gmres;cholesky;3.125e-08;8;2.9692398522424516e-15;1.9504646635251494e-12;7.23
gmres;cholesky;3.125e-08;16;2.969239852242451e-15;1.9504646635251502e-12;11.20
gmres;cholesky;1.5625e-08;1;2.993658889793019e-15;1.98881118920089e-12;12.64
gmres;cholesky;1.5625e-08;2;2.993658889793014e-15;1.9888111892008867e-12;16.49
gmres;cholesky;1.5625e-08;4;2.9936588897930163e-15;1.988811189200888e-12;17.39
gmres;cholesky;1.5625e-08;8;2.9936588897930163e-15;1.9888111892008883e-12;12.77
gmres;cholesky;1.5625e-08;16;2.9936588897930163e-15;1.988811189200889e-12;20.15
gmres;lu;5e-07;1;2.5875729878845873e-15;1.734502470366909e-12;1.81
gmres;lu;5e-07;2;2.5875729878845837e-15;1.7345024703669092e-12;1.80
gmres;lu;5e-07;4;2.5875729878845833e-15;1.7345024703669096e-12;1.66
gmres;lu;5e-07;8;2.587572987884585e-15;1.7345024703669098e-12;1.80
gmres;lu;5e-07;16;2.587572987884584e-15;1.7345024703669096e-12;2.77
gmres;lu;2.5e-07;1;3.2560065120761723e-15;2.0017989094520398e-12;2.31
gmres;lu;2.5e-07;2;3.256006512076173e-15;2.001798909452039e-12;2.31
gmres;lu;2.5e-07;4;3.2560065120761696e-15;2.0017989094520377e-12;2.04
gmres;lu;2.5e-07;8;3.2560065120761696e-15;2.0017989094520386e-12;2.08
gmres;lu;2.5e-07;16;3.25600651207617e-15;2.001798909452039e-12;3.26
gmres;lu;1.25e-07;1;2.984151857202078e-15;1.9491309869683284e-12;3.30
gmres;lu;1.25e-07;2;2.984151857202079e-15;1.949130986968331e-12;3.29
gmres;lu;1.25e-07;4;2.984151857202081e-15;1.949130986968329e-12;2.75
gmres;lu;1.25e-07;8;2.9841518572020794e-15;1.9491309869683292e-12;2.69
gmres;lu;1.25e-07;16;2.98415185720208e-15;1.9491309869683292e-12;4.34
gmres;lu;6.25e-08;1;2.905123178973388e-15;1.9059750903521667e-12;5.32
gmres;lu;6.25e-08;2;2.905123178973386e-15;1.9059750903521675e-12;5.13
gmres;lu;6.25e-08;4;2.9051231789733855e-15;1.9059750903521667e-12;4.38
gmres;lu;6.25e-08;8;2.905123178973385e-15;1.9059750903521667e-12;4.00
gmres;lu;6.25e-08;16;2.9051231789733847e-15;1.9059750903521663e-12;6.17
gmres;lu;3.125e-08;1;2.9692398522424556e-15;1.9504646635251494e-12;9.05
gmres;lu;3.125e-08;2;2.9692398522424544e-15;1.9504646635251514e-12;8.83
gmres;lu;3.125e-08;4;2.969239852242454e-15;1.9504646635251502e-12;6.83
gmres;lu;3.125e-08;8;2.969239852242452e-15;1.9504646635251494e-12;7.04
gmres;lu;3.125e-08;16;2.969239852242451e-15;1.95046466352515e-12;10.15
gmres;lu;1.5625e-08;1;2.99365888979302e-15;1.9888111892008907e-12;16.87
gmres;lu;1.5625e-08;2;2.9936588897930147e-15;1.988811189200888e-12;16.38
gmres;lu;1.5625e-08;4;2.9936588897930167e-15;1.988811189200888e-12;12.26
gmres;lu;1.5625e-08;8;2.9936588897930163e-15;1.988811189200889e-12;12.35
gmres;lu;1.5625e-08;16;2.9936588897930167e-15;1.9888111892008895e-12;18.13
gcr;cholesky;5e-07;1;2.587572987884585e-15;1.7345024703669072e-12;1.58
gcr;cholesky;5e-07;2;2.5875729878845833e-15;1.7345024703669086e-12;1.62
gcr;cholesky;5e-07;4;2.5875729878845825e-15;1.7345024703669086e-12;1.59
gcr;cholesky;5e-07;8;2.587572987884584e-15;1.734502470366908e-12;1.61
gcr;cholesky;5e-07;16;2.5875729878845817e-15;1.7345024703669084e-12;2.57
gcr;cholesky;2.5e-07;1;3.256006512076172e-15;2.0017989094520398e-12;1.89
gcr;cholesky;2.5e-07;2;3.256006512076174e-15;2.00179890945204e-12;1.91
gcr;cholesky;2.5e-07;4;3.256006512076171e-15;2.0017989094520386e-12;1.91
gcr;cholesky;2.5e-07;8;3.2560065120761703e-15;2.0017989094520386e-12;1.86
gcr;cholesky;2.5e-07;16;3.25600651207617e-15;2.0017989094520386e-12;2.86
gcr;cholesky;1.25e-07;1;2.9841518572020786e-15;1.94913098696833e-12;2.47
gcr;cholesky;1.25e-07;2;2.9841518572020763e-15;1.9491309869683292e-12;2.53
gcr;cholesky;1.25e-07;4;2.98415185720208e-15;1.9491309869683284e-12;2.50
gcr;cholesky;1.25e-07;8;2.9841518572020786e-15;1.949130986968329e-12;2.27
gcr;cholesky;1.25e-07;16;2.9841518572020786e-15;1.9491309869683296e-12;3.62
gcr;cholesky;6.25e-08;1;2.9051231789733882e-15;1.905975090352164e-12;3.61
gcr;cholesky;6.25e-08;2;2.905123178973385e-15;1.905975090352167e-12;3.71
gcr;cholesky;6.25e-08;4;2.905123178973385e-15;1.9059750903521663e-12;3.74
gcr;cholesky;6.25e-08;8;2.905123178973385e-15;1.9059750903521663e-12;3.06
gcr;cholesky;6.25e-08;16;2.9051231789733847e-15;1.905975090352167e-12;4.87
gcr;cholesky;3.125e-08;1;2.9692398522424564e-15;1.9504646635251494e-12;5.76
gcr;cholesky;3.125e-08;2;2.9692398522424532e-15;1.950464663525151e-12;6.14
gcr;cholesky;3.125e-08;4;2.969239852242453e-15;1.9504646635251502e-12;5.97
gcr;cholesky;3.125e-08;8;2.969239852242451e-15;1.950464663525149e-12;4.65
gcr;cholesky;3.125e-08;16;2.969239852242451e-15;1.95046466352515e-12;7.24
gcr;cholesky;1.5625e-08;1;2.9936588897930203e-15;1.9888111892008895e-12;10.08
gcr;cholesky;1.5625e-08;2;2.9936588897930136e-15;1.9888111892008883e-12;10.80
gcr;cholesky;1.5625e-08;4;2.9936588897930175e-15;1.9888111892008887e-12;10.49
gcr;cholesky;1.5625e-08;8;2.9936588897930163e-15;1.9888111892008883e-12;8.18
gcr;cholesky;1.5625e-08;16;2.993658889793016e-15;1.9888111892008887e-12;12.30
gcr;lu;5e-07;1;2.5875729878845865e-15;1.7345024703669084e-12;1.66
gcr;lu;5e-07;2;2.5875729878845825e-15;1.734502470366909e-12;1.68
gcr;lu;5e-07;4;2.587572987884583e-15;1.7345024703669092e-12;1.58
gcr;lu;5e-07;8;2.5875729878845833e-15;1.734502470366909e-12;1.61
gcr;lu;5e-07;16;2.5875729878845825e-15;1.7345024703669086e-12;2.55
gcr;lu;2.5e-07;1;3.256006512076173e-15;2.001798909452041e-12;2.02
gcr;lu;2.5e-07;2;3.2560065120761727e-15;2.001798909452039e-12;1.94
gcr;lu;2.5e-07;4;3.2560065120761703e-15;2.0017989094520386e-12;1.83
gcr;lu;2.5e-07;8;3.2560065120761696e-15;2.0017989094520377e-12;1.86
gcr;lu;2.5e-07;16;3.256006512076171e-15;2.0017989094520394e-12;2.86
gcr;lu;1.25e-07;1;2.984151857202078e-15;1.9491309869683296e-12;2.79
gcr;lu;1.25e-07;2;2.984151857202076e-15;1.9491309869683284e-12;2.55
gcr;lu;1.25e-07;4;2.9841518572020802e-15;1.949130986968329e-12;2.27
gcr;lu;1.25e-07;8;2.9841518572020782e-15;1.949130986968329e-12;2.28
gcr;lu;1.25e-07;16;2.9841518572020794e-15;1.9491309869683292e-12;3.43
gcr;lu;6.25e-08;1;2.905123178973388e-15;1.905975090352165e-12;4.08
gcr;lu;6.25e-08;2;2.9051231789733855e-15;1.9059750903521675e-12;3.74
gcr;lu;6.25e-08;4;2.905123178973385e-15;1.9059750903521655e-12;3.09
gcr;lu;6.25e-08;8;2.905123178973385e-15;1.9059750903521663e-12;2.90
gcr;lu;6.25e-08;16;2.9051231789733847e-15;1.9059750903521667e-12;4.56
gcr;lu;3.125e-08;1;2.969239852242455e-15;1.9504646635251494e-12;6.93
gcr;lu;3.125e-08;2;2.9692398522424536e-15;1.950464663525152e-12;6.13
gcr;lu;3.125e-08;4;2.9692398522424536e-15;1.9504646635251502e-12;4.71
gcr;lu;3.125e-08;8;2.969239852242451e-15;1.950464663525149e-12;4.29
gcr;lu;3.125e-08;16;2.969239852242451e-15;1.9504646635251494e-12;6.67
gcr;lu;1.5625e-08;1;2.9936588897930187e-15;1.9888111892008907e-12;12.28
gcr;lu;1.5625e-08;2;2.9936588897930136e-15;1.9888111892008883e-12;10.96
gcr;lu;1.5625e-08;4;2.993658889793017e-15;1.9888111892008887e-12;8.85
gcr;lu;1.5625e-08;8;2.9936588897930163e-15;1.9888111892008887e-12;7.25
gcr;lu;1.5625e-08;16;2.993658889793016e-15;1.9888111892008895e-12;11.17
