sg_1;sg_2;sg_3;sg_4;sg_5;f_1_r;f_1_i;f_2_r;f_2_i;f_3_r;f_3_i;f_4_r;f_4_i
0.0;0.0;0.0;0.0;0.2199;-7120.54526622;-0.02425472;-935.0856644;-0.00023418;-146.07663635;-0.00013613;98.73924636;-2.586e-05
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.0;0.0;0.0;0.1885;617.00639399;-0.00056559;-2253.54867372;-0.00183723;-122.31119255;-3.477e-05;338.619138;-0.00338277
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.0;0.0;0.0314;0.0;405.23289878;-0.00025164;1446.43034775;-0.00053185;-840.89367438;-0.00026812;519.07912317;-0.00031976
0.0;0.0;0.1571;0.0;0.0;-161.07300524;8.82e-06;-986.64086323;-0.00024777;-534.04446965;-0.00010937;-678.98864032;0.00829579
0.0;0.1571;0.0;0.0;0.0;126.70624663;-4.103e-05;-5823.04118514;-0.00956502;-2205.32170073;-0.00641962;125.8515214;-0.00041181
0.0;0.0942;0.0;0.0;0.0;-330.22798419;-6.747e-05;9792.53800465;-0.02646426;-581.22358612;-0.00014531;546.4218693;-0.01052597
0.0;0.1571;0.0;0.0;0.0;-101.44750932;5.35e-06;-722.5844602;-0.00014207;-372.32833686;-5.729e-05;486.39590919;-0.00028409
0.0;0.1885;0.0;0.0;0.0;-147381.61050069;-23.82373619;1498.0129151;-0.00064087;-668.8323022;-0.00037228;50.69970367;0.00167455
0.0;0.0;0.0;0.0;0.1571;442.50232211;-0.00031569;1328.63661494;-0.00048262;-327.57432707;0.00011238;275.13648501;-0.00118917
0.0;0.0;0.0;0.0;0.1257;426.71908043;-0.00027412;-21301.59712994;-0.1029286;-193.44422642;-0.00069952;223.13191105;-0.0001203
0.0;0.0;0.0;0.0;0.2199;290.4661932;-0.00019222;-480.45119376;-6.366e-05;-152.35190491;0.00024108;-48.77124142;-0.00184481
0.0;0.1571;0.0;0.0;0.0;-501.31075558;-0.00019145;3019.58432296;-0.00256142;-258.43739198;-0.00015833;-136.19722945;-0.00120992
0.0;0.0;0.2199;0.0;0.0;-94.42456293;6.08e-06;-650.85776727;-0.00011103;-653.86593945;-6.071e-05;242.06824502;-0.00282606
0.0;0.0;0.2513;0.0;0.0;-470.52710794;-0.00012742;-2359.12768443;-0.00148083;-479.93415496;0.00011607;143.15608078;-0.00036334
0.0;0.0;0.0;0.1571;0.0;198.52044484;-0.00012091;-165147.89532946;-12.56092505;-281.98327103;-3.735e-05;540.33452801;-0.00267297
0.0;0.0;0.0;0.0;0.2199;432.12760068;-0.00030949;-2163.15581409;-0.00110729;-835.16216462;-0.0007641;113.13995475;-0.00052818
0.0;0.0;0.0;0.0;0.2199;380.52157816;-0.0002613;-742.34208413;-0.00015621;-375.17073295;-0.00050092;-35.75357494;-0.00242831
0.0;0.1885;0.0;0.0;0.0;260.95383828;-0.00012467;-3779.85929433;-0.0037495;-134.27999192;-2.81e-06;42.04730371;0.0002769
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.0;0.0;0.0;0.1885;297.88884637;-0.0002334;413.95623294;-0.00011277;-490.4069229;-0.00024472;2735.04136382;-0.06192122
0.1257;0.0;0.0;0.0;0.0;258.14853888;-0.00012031;-4481.96909092;-0.00531262;-184.35787575;5.634e-05;79.57367362;-5.214e-05
0.0;0.0;0.0;0.0;0.2199;713.89126115;-0.00060725;-324.50003588;-3.017e-05;-3340.74277311;-0.20049384;-5604.03440898;-1.26787304
0.0;0.0;0.0;0.0942;0.0;537.15216556;-0.00039447;1010.60197208;-0.00028559;-867.86342135;-0.000267;561.61640395;-0.00405716
0.0;0.0;0.1885;0.0;0.0;3416.16661565;-0.01086827;-3195.38224933;-0.00309957;-460.48151512;-6.662e-05;538.067373;-0.00287241
0.0;0.2199;0.0;0.0;0.0;-298.8350567;-4.214e-05;-8647.29809696;-0.02001052;-533.61928627;-0.00013169;-261.68032536;-0.00328936
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0;0.0;0.1885;0.0;0.0;-306.11766641;0.0;-832.42883879;-0.00020761;-542.42180708;-0.00135931;-3848.8099803;-1.23348783
0.0;0.0;0.0628;0.0;0.0;160.81965327;-6.019e-05;663.32986206;-0.00012156;-2660.43986958;-0.00345563;22.92171919;-0.00802291
0.0;0.0;0.0;0.0;0.1885;177.48871206;-0.00011533;259.20507675;-3.491e-05;-350.13437536;-6.6e-07;3682.15626422;0.59644509
0.0;0.2199;0.0;0.0;0.0;-719.52523156;-0.00044814;-1955.33190746;-0.00098108;-388.57808506;-0.00026631;-252.83914219;-0.10352748
0.0942;0.0;0.0;0.0;0.0;173.35119332;-7.014e-05;1070.97711688;-0.00025462;-1411.99293915;-0.00050104;582.11587585;-0.00147556
0.0;0.0;0.0628;0.0;0.0;1101.91266984;-0.00147494;1971.27640831;-0.00100999;-676.97393217;-0.00020208;603.21322512;-0.00179529
0.0;0.0;0.0;0.0;0.1257;273.57273725;-0.0001728;965.38238123;-0.00024981;-352.78712616;-0.00071178;410.15283596;-0.00223177
