sg_1;sg_2;sg_3;sg_4;sg_5;sg_6;sg_7;sg_8;sg_9;sg_10;f_1_r;f_1_i;f_2_r;f_2_i;f_3_r;f_3_i;f_4_r;f_4_i
0.0;0.0628;0.0;0.0;0.1571;0.1257;0.1257;0.2199;0.0;0.1257;-400.20617451;-0.00131123;745.64308445;-0.33327629;-845.22990874;-1.08739849;470.50584048;8.08251826
0.0;0.0;0.0;0.0;0.0;0.1571;0.1257;0.0;0.0;0.0;-442.52279676;-0.0027629;438.00123108;-0.01816411;-504.08013026;-0.55641738;-509.73781435;0.19110429
0.2199;0.0;0.0;0.0;0.2513;0.1257;0.0;0.0;0.0;0.1571;-416.98378922;-0.00284602;895.07183696;-0.38597693;138.02455325;5.06378227;521.9649058;1.09901203
0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.1571;0.0;0.0;-455.18333139;-0.00258264;465.49391937;-0.01519941;-459.39747864;0.62661611;-523.23228002;-0.04976139
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.1571;-483.66264856;-0.00273801;395.88301242;-0.01463648;-402.33661465;-0.30440084;-439.0699948;0.05245747
0.0;0.1257;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0942;-509.23080234;-0.00328661;550.72049314;-0.0461916;-427.81693653;0.6713372;-520.59182865;1.04494134
0.0;0.0;0.0;0.0;0.0;0.1257;0.1571;0.1571;0.0;0.0628;-412.30908987;-0.00297318;578.08416969;-0.11638541;-481.11104572;0.00860569;-890.54770106;6.19036758
0.0;0.0;0.0;0.0314;0.0;0.1571;0.0;0.0628;0.0;0.0;-468.91610744;-0.00196369;485.37023103;-0.02943989;-517.0133657;-0.28712487;-482.3633135;-0.00429634
0.1885;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;-457.38657189;-0.00375499;584.20714638;-0.07534829;-457.68033115;0.0705067;-498.18567676;-1.5885311
0.0;0.0;0.1257;0.2199;0.0;0.0;0.1257;0.0;0.0;0.0;-459.32997224;-0.00418684;935.40668287;-0.69739758;-476.05886519;0.02499061;-1269.89366145;16.94493555
0.1571;0.0;0.1257;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;-445.9391898;-0.0033346;612.80769225;-0.1029296;-475.14553892;-0.00145416;-704.28133978;1.55924892
0.0;0.1257;0.0;0.0;0.0942;0.0;0.1257;0.1257;0.0;0.0;-419.04090661;-0.00405134;682.33718783;-0.26144831;-470.31718011;0.03573308;-1091.19518472;4.50160567
0.0;0.0;0.1571;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;-441.93163036;-0.00385113;879.00095277;-0.53398695;-455.33685754;-0.05152464;-505.70260474;-0.6476896
0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;-425.14535568;-0.00414179;579.29823183;-0.05884231;-518.10980751;0.77513184;-460.7749886;0.28655647
0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;-445.48435851;-0.00429146;572.92166205;-0.06913126;-377.52813561;0.75889261;-563.54526771;0.41240222
0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;-480.22925204;-0.00085123;425.72793502;0.00589962;-746.69085262;-0.27473214;-462.86972646;-2.41785829
0.0;0.0628;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;-405.11419724;-0.0038697;515.68952628;-0.02122323;-517.65189173;-0.13735756;-513.05014066;0.28224172
0.0;0.0;0.2199;0.0;0.0;0.0;0.0628;0.1571;0.0;0.0;-464.8324008;-0.00283034;562.55831163;-0.1660099;-532.22902381;0.04628238;-563.92814077;0.93240833
0.0;0.0;0.0628;0.0;0.0;0.0628;0.1257;0.0942;0.0;0.0;-438.37349511;-0.00388234;712.49324497;-0.23912366;-410.40182065;-0.88089865;-596.93334265;-0.46347905
0.0;0.0;0.0;0.0;0.1885;0.0;0.0942;0.0;0.2199;0.0;-426.35490619;-0.00434918;-474.15178851;-3.03910815;-577.99961367;0.18580785;1612.38135025;284.13687936
0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0942;0.0;-455.58756916;-0.00346437;571.22266992;-0.0413609;-463.59920919;-0.01513587;-482.66297049;-0.2197959
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0942;0.0;0.0;-448.44784469;-0.00344907;499.08569943;-0.02069462;-438.0323502;-2.83080648;-574.34272174;0.32011086
0.1257;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0942;-420.61154311;-0.00506531;542.87053685;-0.08083623;-435.35610906;0.38240019;-771.43282546;1.95266106
0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0942;0.0628;0.0;-444.99348506;-0.00317452;512.6393992;-0.03921516;-476.32222016;-0.36153113;-540.24367385;0.1544288
0.0;0.0;0.1571;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;-440.74942135;-0.00374801;546.41974302;-0.04006111;-577.17402896;-1.27324395;-1300.1125031;-40.17182164
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.1885;0.0;0.1571;-416.19187043;-0.003756;536.89230563;-0.23094682;-500.99467371;0.1142305;2034.24610812;172.60299601
0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;-401.86963104;-0.00490041;547.83664888;-0.08166676;-397.58655256;-0.37342317;-492.29621458;0.02570773
0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0628;-469.45845611;-0.00352883;495.81114865;-0.03041181;-583.51870506;-1.59995848;-570.84923089;0.12365791
0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;-452.18452746;-0.00168751;477.1391038;-0.0040904;-899.85110459;-0.18908261;-382.51325508;-1.31862803
0.0;0.0;0.0628;0.0;0.0628;0.0;0.2199;0.0;0.0;0.1571;-437.93260152;-0.00369887;607.24327179;-0.07285657;-581.96001035;0.5425352;-712.97249942;9.87091313
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;-453.04424007;-0.00225292;580.57370718;-0.03202778;-480.64550372;-0.12880551;-591.44533478;-0.02972473
0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.1571;0.0;-408.73408253;-0.00345601;535.4557825;-0.05713659;-507.27317843;-0.23099977;-545.57468646;0.98080192
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.0;-493.94511927;-0.00185952;501.57838991;-0.0121905;-529.8939305;-0.12844785;-436.64417988;0.025317
0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-462.87664994;-0.00214204;443.02208613;-0.00317224;-660.72519002;-0.28058132;-826.57787;-3.31748883
0.0;0.1885;0.0;0.0;0.0;0.0;0.1885;0.1571;0.0;0.0;-426.2144314;-0.00433733;524.50080292;-0.10884388;-603.03595208;0.62006774;-959.41513994;297.56936462
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;-452.90868766;-0.00265946;479.54086005;-0.01069987;-579.71567398;-0.12139284;-481.04561601;-0.44254504
0.0;0.0;0.0314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-480.89099743;-6.15e-05;467.80697532;-5.302e-05;-936.62258283;-0.00760324;-475.45850332;-0.00470175
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.1885;-473.32695165;-0.00421526;519.0516425;-0.05110722;-401.87832032;1.44920524;-686.65380948;-6.21362971
0.0;0.0;0.0;0.0;0.1257;0.0;0.1571;0.0;0.0;0.2199;-400.21869975;-0.00615935;-3791.18168495;-178.45854727;-472.79782476;0.21497446;-976.86982447;94.19873884
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.1571;0.1257;-402.29365158;-0.00407168;-1552.07858869;-59.9037796;-545.25942216;-0.17564918;1406.82817476;15.94520128
0.1257;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-485.7376132;-0.00256844;427.21572765;-0.00578875;-454.01912621;0.88642508;-608.09051562;0.54790652
0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-448.19987378;-0.00300173;458.22818955;-0.01053583;-444.3758992;-0.81081542;-395.41564422;-1.04146602
0.0;0.0;0.0;0.0;0.0628;0.0;0.0;0.2513;0.0;0.0;-425.44054344;-0.00316899;628.778486;-0.08118608;-554.50232679;-0.2057248;-393.46146893;1.34516533
0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0314;0.0;0.0;-472.90880772;-0.00262802;417.22600293;0.00047051;-566.36913629;-0.07711979;-523.3809116;-2.3247256
0.2199;0.0;0.1257;0.1885;0.1257;0.2199;0.0;0.0;0.0;0.0;-440.78498785;-0.00129902;321.78106438;-0.21339721;-278.72687576;31.24816681;-458.27268822;21.8400601
0.0;0.1571;0.0;0.1571;0.1571;0.0314;0.0;0.0;0.0;0.0;-429.18248435;-0.0052302;137.07931356;-0.49950917;-451.01134314;0.09137535;-2077.25946144;-0.34121364
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;-437.43974507;-0.00289206;423.23626856;0.00479253;-673.25123052;-0.11353701;-605.52481894;-20.60408813
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.1571;0.0;-428.43207665;-0.00398059;774.29898827;-0.31231416;-444.21568521;0.05197079;-337.11352222;-21.49822678
0.1571;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;-451.6526476;-0.00317812;502.9859216;-0.05019013;-444.8368534;-0.29356098;-524.55001057;-0.5209175
0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.1571;0.0;0.0;-408.6682361;-0.0030889;488.49188558;-0.05502838;-463.33140586;0.0448965;-418.35163546;-8.69093608
0.0;0.0;0.2199;0.0628;0.1571;0.1571;0.0;0.2513;0.0628;0.0;-403.43250366;-0.001141;727.73986765;-1.36182598;-2466.63415639;44.5438509;486.79918166;0.26633542
0.0;0.0;0.0;0.0;0.0;0.2199;0.0;0.1885;0.0314;0.2199;-365.38017323;-0.00412484;-582.65220135;-3.21139312;-4816.73455943;213.71262679;541.55711396;2.48991266
0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;-465.3274356;-0.00148653;511.36512878;-0.00854657;-609.6795181;-0.12650707;-260.61758691;-0.95587806
0.0;0.1885;0.1571;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;-463.86918307;-0.00334995;721.58920604;-1.12352555;-568.19008069;0.24650235;-1506.60668257;17.97665176
0.0;0.0;0.0;0.0942;0.1571;0.2513;0.1571;0.1885;0.0;0.1257;-421.33957494;7.799e-05;1160.30626728;-1.28940299;430.21686413;45.458579;1459.10026095;46.49735394
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.1571;0.0;-427.62921196;-0.00287718;618.90463136;-0.14397562;-1574.41742402;-1457.73194259;-560.16008168;-0.75529363
0.0;0.0;0.0;0.0;0.0;0.2199;0.0;0.0942;0.0;0.0;-435.67511876;-0.00284961;563.74950344;-0.07350522;-485.01827136;-0.22320138;-684.27630262;5.64009062
0.0;0.0;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-502.73778429;0.00019562;455.77165545;-3.139e-05;-818.55805926;-0.06278748;-231.94543015;-0.44033785
0.0;0.1571;0.0;0.1257;0.0628;0.1571;0.0;0.0;0.1571;0.0;-400.98380599;-0.00318824;421.58668265;-0.41292047;2091.79543189;97.59813755;792.80467207;5.45889813
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.1257;-463.18334831;-0.00374638;625.90543463;-0.06564401;-447.08917403;-0.02552015;-469.65352463;0.60266734
0.0;0.0;0.0;0.0;0.0;0.0;0.0942;0.1571;0.0;0.0;-452.74620024;-0.00189065;509.59098767;-0.02848617;-449.42800151;-0.17913613;-5.12413821;11.92064286
0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-427.66406687;-0.00412267;444.28957613;-0.02534929;-449.02584896;-0.12825517;-502.96265232;0.19230531
0.0;0.1257;0.1257;0.0;0.1257;0.0;0.1257;0.1571;0.2199;0.2199;-362.09201204;-0.00355568;-40260.4938317;-2314.48368948;976.50729289;4.32488094;-885.04592109;-76.3549649
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-475.03603401;-0.00205535;499.77229902;-0.00997503;-513.77705198;-0.16189152;-381.66116153;0.56183744
0.0;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0942;-522.42999053;0.00021424;495.79420615;-0.00541423;-546.23724624;-0.10167637;-466.8443396;-0.18028873
0.0;0.0;0.0;0.0;0.1571;0.1571;0.1571;0.1885;0.0;0.1885;-352.21464378;-0.00429501;821.92598602;-0.47195207;-362.50622499;10.16727613;1630.19868639;262.61190511
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;-437.09461685;-0.00356857;501.46333801;-0.02236757;-590.23810616;-0.1343597;-526.62530039;-0.14446008
0.0;0.0;0.0;0.0;0.1885;0.1257;0.0;0.0;0.0;0.0;-440.86971381;-0.00312409;530.94934665;-0.04692555;-250.11520513;31.27900519;-670.61078639;1.4857649
0.0;0.0;0.0;0.0314;0.0;0.0;0.0942;0.1257;0.0;0.0;-401.94489324;-0.0038333;510.15135228;-0.01904887;-537.71273014;-0.08430483;-435.70235219;-4.22190269
0.0;0.0;0.0;0.1257;0.0628;0.0;0.0;0.0;0.0;0.0;-480.93165671;-0.00277132;537.16304605;-0.02037546;-497.81556684;-0.11372152;-535.73468868;2.17288542
0.0628;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2513;-425.37766242;-0.00436171;482.56963444;-0.07634925;-404.87286815;-11.72694687;-639.58449273;0.65138434
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.1885;-409.21495391;-0.00457927;926.07534564;-0.31944075;-464.09736552;-1.02054613;-609.73715995;0.40092301
0.0942;0.0;0.0;0.0;0.0;0.0942;0.0;0.0314;0.0;0.0942;-405.25022328;-0.00366921;483.88740475;-0.02601588;-549.32548731;-0.34644776;-425.4180442;-0.82845286
0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;-453.16222492;-0.00222137;501.02530783;-0.00657726;-631.54296022;-0.12344759;-551.8678457;-0.83576987
0.0;0.2199;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-424.41126624;-0.00383315;533.52250505;-0.06635277;-74.16673601;-12.42385898;-405.9165485;0.0188603
0.0;0.0;0.1571;0.1571;0.0;0.1885;0.0;0.1257;0.0;0.0;-453.85939819;-0.00123058;551.71043039;-1.48866421;-685.12823014;4.9429051;2441.87073325;55.78065544
0.1257;0.0;0.1257;0.2513;0.0;0.0;0.0942;0.1885;0.0;0.0;-416.04604322;-0.00240057;352.53871168;-0.47437318;-926.8871736;25.37465151;628.24421779;32.51317837
0.0;0.0;0.1257;0.1571;0.1885;0.1257;0.0;0.0;0.0314;0.0;-447.71074303;-0.00377457;852.69961669;-0.44555373;-3089.02858302;160.7170151;982.33017891;8.75962642
0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;-492.74173988;-0.00022;441.37804132;0.00155989;-793.56399978;-0.08862699;-8465.79592196;-1212.99455083
0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.1257;-447.33775493;-0.00360641;570.34661125;-0.03594834;-550.26310068;-0.12024017;-424.21856618;-0.06997964
0.1257;0.0;0.0;0.0628;0.1571;0.0;0.0;0.1257;0.0;0.0;-435.79103481;-0.00390049;537.51425136;-0.15514173;-577.59419086;0.28364054;-802.88576801;3.63573855
0.0;0.0;0.0;0.0;0.0628;0.0;0.1885;0.2199;0.0;0.2199;-385.13068835;-0.00420716;4889.19057181;-614.0577058;163.56252639;2.02291316;605.9212096;5.18106577
0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-489.91191709;-0.00141111;541.33689314;-0.02048611;-558.61771037;-0.1278657;-608.00385198;-18.40227152
0.1571;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0942;-430.8403637;-0.00303919;1381.91808968;-5.56088518;-574.71607303;-1.16149693;-447.75351303;4.88431222
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-483.45885322;-0.00108784;543.27270657;-0.01994088;-651.79883854;-0.11636624;-464.46891744;-0.07345076
0.1571;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-442.19578812;-0.00344085;535.79485464;-0.0726446;-386.58229538;2.21751294;-662.19734334;-0.52310511
0.0;0.0;0.1257;0.1885;0.0;0.0;0.0;0.1571;0.0628;0.0;-404.77708095;-0.00425269;-209.65567114;-4.56184642;-547.82131325;0.36570534;-573.78232404;5.89589518
0.0;0.0;0.0;0.0;0.1571;0.1885;0.0;0.0;0.0;0.0;-455.45568949;-0.00385282;468.93351482;-0.02681795;-435.84458747;-0.49501707;-1031.25165568;5.42801304
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.1571;0.0;-435.44837156;-0.00422742;506.33835206;-0.03677313;-483.90378082;-0.10095716;-765.07075177;20.42980923
0.0;0.0;0.0;0.0;0.0;0.0942;0.1885;0.1257;0.0;0.1257;-387.43757208;-0.00324033;62700.04395147;-21438.81448748;-450.94875011;-0.03282207;-4283.81529003;263.09347335
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-506.86488928;-0.00045781;441.97331029;0.00284486;-708.15815147;-0.08094439;-890.55418034;7.4274648
0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0942;0.1571;-449.74723299;-0.00249021;476.59447174;-0.01935282;-415.43827853;-0.20272339;-581.53873437;-0.04742042
0.0;0.0;0.1257;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;-457.46821433;-0.00252636;527.56741831;-0.02328227;-600.90510134;-0.11934638;-198.14539238;-8.66389466
0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;-505.88557035;-0.00102185;535.25144817;-0.02282529;-549.98679406;-0.1036482;-837.48823039;-1.87646679
0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;-486.84787277;-0.00244892;656.97911143;-0.17822583;-494.63178409;-0.07578372;-725.7162181;1.38462302
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-476.55825372;-0.00133532;501.21639647;-0.01276497;-687.54760441;-0.12245488;-539.33289651;-0.28061565
0.0;0.0;0.0;0.1257;0.1257;0.0;0.0;0.0;0.1257;0.0;-437.74507391;-0.00504125;762.51561577;-0.23039614;-453.80352523;-0.58831764;-673.5696512;19.04100788
0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-464.51232742;-0.00155058;514.48864151;-0.01060429;-867.70359533;-0.11218636;-639.84753327;-0.59052082
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;-445.69824198;-0.00248633;455.76481039;-0.00634151;-550.89915418;-0.13832136;-642.17148676;48.97186097
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-448.92170513;-0.00210256;427.10880856;0.00196112;-680.76412467;-0.11877239;-1777.65427652;-156.97341458
0.0;0.0;0.0;0.0628;0.0;0.0942;0.0;0.0;0.0;0.0;-513.8307352;-0.0005982;591.92546749;-0.03880853;-597.2398563;-0.12491358;-583.34876747;-0.52871953
0.0;0.0942;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;-427.10199306;-0.00405145;554.27312796;-0.05329991;-446.66396443;-0.17064568;-759.06740644;0.25089107
0.0;0.0;0.1571;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-443.56130651;-0.00365347;424.76754743;-0.00045068;-463.93076924;-0.12119564;-493.36511952;0.15342099
0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-474.81840441;-0.00229013;539.47483228;-0.01296369;-634.59405942;-0.11255531;-544.17226755;-0.88012762
0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;-465.62749865;-0.00136366;507.78060862;-0.01204957;-773.01779299;-0.11837875;-630.18014453;-0.86538101
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;-474.36743655;-0.00146111;453.72418507;0.00088694;-488.89037657;-0.12224628;-599.89125884;-0.17886918
0.1257;0.0;0.0;0.0942;0.0628;0.0;0.0;0.0;0.0;0.0;-448.02622864;-0.0034481;416.24876262;-0.00763261;-509.61592823;0.26742506;-572.5623853;0.2883361
0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0942;0.0;-446.41709867;-0.004539;463.37444188;-0.02572297;-283.45169474;-1.46437659;-540.08787007;1.36885836
0.0;0.0;0.0;0.0;0.0314;0.0;0.1571;0.1257;0.0;0.0;-456.97392531;-0.00264399;681.31211637;-0.21896978;-352.85146761;-0.307429;-676.94719054;1.68715025
0.0628;0.0;0.1257;0.0;0.1571;0.1571;0.1257;0.0;0.1257;0.2199;-479.77471173;-0.00280164;2940.40791876;-11.26904085;956.01294489;5.45620837;-70.57262594;-103.19264255
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;-451.75948371;-0.00180979;493.04399201;-0.00756709;-764.71589727;-0.08606837;-266.5535025;-1.93543291
0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;-419.93907145;-0.00485881;488.03537471;-0.0259843;-425.60433502;-0.37482168;-626.50782337;0.36669428
0.1571;0.0;0.1885;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-482.99625178;-0.00229524;1078.84909409;-0.8529516;-516.75553776;0.16645243;-3154.94382489;65.05448753
0.0;0.0;0.2513;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;-408.65914971;-0.00406707;635.43218051;-0.17081059;-482.54603114;0.06440856;-819.68323749;7.1528919
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-447.75761599;-0.00201479;462.68169291;0.00061104;-691.71007335;-0.10239809;-1024.34952734;-10.72265044
0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.1257;0.0;-478.99430533;-0.00236263;472.97585714;-0.00942649;-507.53394654;-0.09233983;-603.56858152;1.63893951
0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;-475.33622003;-0.00129643;447.94543557;0.00084162;-843.77601244;-0.79637598;-452.60345206;-0.18885688
0.0;0.0314;0.0;0.0;0.0;0.0;0.1571;0.0;0.1257;0.1257;-397.72273886;-0.00458153;926.23823892;-1.31716916;-439.92692248;-0.00099428;-2130.48900252;140.30129417
0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0;-475.25421102;-0.00208034;567.46044561;-0.02788761;-568.03239824;-0.13431915;-351.77171027;-1.49960966
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.1571;0.0;-426.85692261;-0.00231039;1415.74512311;-2.24337948;-430.26994238;-0.19223009;-543.2749432;2.71081725
0.0;0.0;0.0;0.0;0.1257;0.0628;0.0;0.0;0.0;0.0;-481.33592641;-0.00160508;588.73009105;-0.04624973;-535.46709357;-0.23783888;-534.08860737;-0.11068237
0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-458.30188476;-0.00333345;463.38632189;-0.00946239;-592.81611923;-0.12073318;-466.19873213;-0.30247891
0.0;0.0;0.0;0.0;0.1257;0.2513;0.1257;0.1257;0.1885;0.0628;-372.5604332;-0.00200515;710.35519625;-0.37036143;-937.49905743;5.99644771;485.58972699;1.24385189
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.1571;0.0;0.0;-432.30079243;-0.00308652;591.92613239;-0.0612877;-555.61548292;-0.22851541;-495.04324189;0.05848006
0.0;0.0;0.0;0.0;0.2199;0.0;0.1885;0.0;0.0;0.0;-430.22480608;-0.00343343;1351.84814569;-2.79127093;-464.95273707;-0.01162048;-732.09752789;0.921665
0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.2199;-418.98421756;-0.0044668;918.82796793;-0.51393224;-436.70804194;-0.17082236;-559.92667593;0.9091111
0.0;0.0;0.0;0.0;0.2199;0.0;0.1885;0.0;0.0;0.0;-391.4299366;-0.00468904;584.14570142;-0.131831;-471.52998305;-0.01958315;-636.92931854;1.00027807
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;-456.00471438;-0.00172997;468.70922268;-0.00765296;-626.46794822;-0.13095472;-249.76862195;12.2623169
0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.1885;0.0;0.1571;-432.44216685;-0.0040877;1033.50214312;-1.64824906;-434.30138155;-0.00992235;-689.09749346;2.74881821
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.1257;0.0;-430.68237198;-0.00404211;511.32905091;-0.02715981;-453.56077091;-0.17100718;-480.85990749;0.18707679
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-461.49000886;-0.00126231;503.16518344;-0.01184677;-750.51177297;-0.0907772;-583.21464625;-0.31486635
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;-442.45281641;-0.00286957;424.68722481;-0.00602062;-534.90597304;-0.09634312;-529.30826746;0.45043999
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0628;-458.44373829;-0.00215383;475.09092433;-0.0077221;-577.85699714;-0.17647699;-546.63139053;-0.09054987
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;-473.20161868;-0.00133807;493.67182269;-0.00576395;-684.40743777;-0.15026676;-940.79825612;-2.32472849
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-442.51775745;-0.00198156;465.05898059;-6.813e-05;-675.89466455;-0.142481;680.18521686;-86.35373579
0.0;0.0;0.0;0.0942;0.0;0.2199;0.0;0.0;0.0;0.0;-435.61786292;-0.00350416;574.09709666;-0.09567664;-391.11041649;-0.60224236;-492.1196616;0.14984006
0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-449.38940946;-0.00305538;477.21164729;-0.00999425;-503.18081297;-0.10718935;-485.56926999;-0.05744381
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;-467.5945469;-0.00150152;442.26345902;0.00022867;-673.15967933;-0.0864626;-583.33277688;-0.0682976
0.0;0.0;0.0;0.0942;0.0;0.0;0.1571;0.0;0.0;0.0;-454.2962212;-0.00340067;584.68963925;-0.0512819;-464.16403287;-0.10523606;-544.75403532;-0.51740057
0.0;0.2513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-443.95973728;-0.00360068;425.70069688;-0.00430285;-489.73672717;-0.18458186;159.54126985;899.20038045
0.0;0.0;0.0;0.0942;0.0;0.1257;0.0;0.0;0.0;0.0;-459.04272876;-0.00313593;520.45457253;-0.02613356;-520.45864288;-0.11094862;-635.96751774;-0.5601633
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0942;0.0;0.0;-447.82022044;-0.00271401;504.81204541;-0.02532966;-541.4972286;-0.13667524;-1054.98266;13.17024573
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.1571;0.0;-456.37177295;-0.00354232;480.19503352;-0.03549908;-1043.4991013;-190.30126106;-610.99882223;0.81671812
0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;-462.32930555;-0.00166829;457.80227507;-0.00082812;-672.2159013;-0.09139614;24.22120707;-8.60001908
