sg_1;sg_2;sg_3;sg_4;sg_5;sg_6;sg_7;sg_8;sg_9;sg_10;f_1_r;f_1_i;f_2_r;f_2_i;f_3_r;f_3_i;f_4_r;f_4_i
0.0;0.0942;0.0;0.0628;0.0;0.0;0.0;0.0;0.0;0.0;-492.50954805;-0.00156281;578.74762272;-0.02593353;-517.5251722;-0.12466836;-563.00671941;-0.17653341
0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;-478.95679055;-0.00125552;481.86605957;-0.00134806;-738.82346292;-0.11377628;-1023.01769411;-19.33279671
0.2199;0.0;0.0;0.0;0.1257;0.0;0.1885;0.0;0.0;0.2199;-405.46687952;-0.00373623;817.6294197;-0.38482119;-317.49963858;2.5099411;391.81435152;3.23890844
0.1571;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;-460.45863305;-0.00307998;429.55819887;-0.01173672;-511.92122993;-0.65744905;-448.14556432;0.42611168
0.1571;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.1257;0.2199;-407.56623427;-0.00582552;711.6560354;-0.45151573;-2190.81212161;25.33126052;638.06934501;3.64302974
0.0;0.0;0.1571;0.1571;0.0;0.0;0.0;0.0;0.1885;0.0;-436.53307406;-0.00506696;633.8116115;-0.30206718;-473.72800815;0.2037016;-12659.91477416;1466.01402364
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-478.40510921;-0.00210512;520.08925532;-0.00984379;-557.70228633;-0.12069487;-615.36895419;-0.07203041
0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;-438.67144061;-0.00387416;566.41729636;-0.04636651;-504.17161257;0.29377945;-483.43220229;0.26919418
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;-453.43324276;-0.00207085;576.76085346;-0.02588039;-560.39418016;-0.13286529;-502.09252981;-0.60776131
0.0314;0.0;0.0;0.0;0.2827;0.0;0.0;0.0;0.0;0.1885;-421.21305613;-0.00533074;592.06172978;-0.19421689;-565.0951201;0.31507705;-575.95027724;10.99773189
0.0;0.1571;0.0;0.1571;0.2199;0.2199;0.0;0.0942;0.0;0.0942;-389.08769066;-0.00090412;631.94774621;-0.54292999;-700.96476343;9.67205162;610.0933955;-0.7466844
0.1257;0.1257;0.1257;0.0;0.0;0.2199;0.0;0.2199;0.0;0.2513;-431.16941912;0.00130433;474.18469038;-0.23754061;-2122.73198418;505.29110303;490.60654984;-1.09218511
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;-489.74489557;-0.00130936;438.35284776;-0.00285894;-523.75273483;-0.13180419;-716.40300265;-0.59971994
0.0;0.0;0.0628;0.0;0.1257;0.1571;0.0;0.0;0.0;0.0;-491.41230513;-0.00271882;425.94197067;-0.0196079;-447.75769407;-0.43360313;-576.11429059;0.52637061
0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.1257;0.0;0.0;-432.61537075;-0.00352295;494.07969147;-0.03377577;-455.84050841;0.11550108;-583.4376793;-0.25021965
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.2199;0.1571;-409.21594513;-0.00458367;560.15512543;-0.04757061;-475.07880972;0.1214366;456.34473797;196.17463384
0.0;0.0;0.1885;0.0;0.2513;0.0;0.0;0.1257;0.0;0.0;-442.67259712;-0.00444671;115.04986235;-0.2868596;-2029.80752087;21.66617558;8998.72557399;472.3543222
0.0;0.0942;0.1257;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;-473.34949375;-0.00313154;743.4423075;-0.21936861;-527.60958828;-0.25187959;-408.71465083;0.37620456
0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;-422.83713796;-0.00318893;488.37967491;-0.01945774;-495.82587591;-0.33881425;-453.82309073;0.02509469
0.0;0.0;0.0;0.0;0.1885;0.1257;0.0;0.0;0.0;0.0;-427.66706865;-0.00315501;508.72396403;-0.02378358;-432.46721548;-0.40635158;-492.47888591;0.54854653
0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-472.06951599;-0.00140709;478.25065452;-0.00354472;-1009.75163781;-1.37394176;12787.61745081;-5732.34657125
0.0942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-441.32274277;-0.00223616;446.6685259;-0.00014174;-717.60831031;-0.10253571;-830.41225664;-3.6418777
0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.1257;0.0;0.0;-456.73229215;-0.00248933;501.64957873;-0.00924014;-465.30686703;-0.11795846;-535.63748559;-0.08108815
0.0;0.0;0.0;0.0;0.1571;0.0942;0.0;0.0;0.0;0.0;-430.88248992;-0.00423612;484.5757299;-0.0246621;-509.63139559;0.00041092;-437.31206328;0.24948207
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2513;-416.18846741;-0.00354928;524.02710391;-0.02817251;-630.57717652;-0.0601025;-525.41354736;-0.12842757
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.0;-441.66042005;-0.00331774;457.32152045;-0.00418292;-553.77435989;-0.11231387;-497.83283017;0.08853391
0.0;0.0;0.0;0.1571;0.0;0.1885;0.0;0.0;0.0;0.0;-439.47321884;-0.00421852;485.53793574;-0.04056535;-257.22749866;-2.74327488;-382.37554049;-7.80959189
0.0;0.0;0.0;0.0314;0.1571;0.2513;0.0;0.0;0.0;0.2513;-437.10331316;-0.00536535;416.50188776;-0.16307594;-640.28564125;5.04650253;1152.33999243;8.41049836
0.0628;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0;-463.41398419;-0.00257973;487.45235868;-0.02232128;-278.90089438;-1.62120777;-326.71782525;8.15315188
0.0;0.0;0.0628;0.1257;0.1257;0.0;0.1885;0.1885;0.0;0.0;-415.33254661;-0.00236803;621.4379915;-0.21862841;122.82035888;-178.44389755;1595.02963453;25.16601984
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;-467.83534164;-0.00126791;484.70100019;-0.0142523;-576.94620111;-0.12763305;-475.40618065;-0.04899585
0.0;0.0628;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.1571;-413.01312142;-0.00546777;487.88333574;-0.02814748;-762.47243798;22.63079627;-751.26163422;-1.52081907
0.1571;0.0;0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;-427.07919136;-0.00367969;585.6510281;-0.11037308;-477.49162213;-0.71502564;-860.13056942;3.13274486
0.0942;0.0;0.1885;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;-453.4191174;-0.00395547;175.88352703;-0.86730863;-600.09040368;0.45797166;1404.95888644;-47.96388069
0.0;0.0942;0.0;0.1571;0.1885;0.0;0.0;0.0;0.0;0.0;-434.25845061;-0.00380181;701.0914939;-0.20214359;-480.65527662;-0.38491969;-999.87757116;19.04943796
0.0;0.0;0.0;0.0;0.1885;0.0;0.1571;0.1571;0.0;0.1257;-369.06103335;-0.00587884;-1617.58674343;-53.11996445;-689.80198103;1.98285304;1376.27725388;12.8844216
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0314;-480.89099743;-6.15e-05;467.80697532;-5.302e-05;-936.62258283;-0.00760324;-475.45850332;-0.00470175
0.0;0.0;0.0;0.0;0.1571;0.0;0.2199;0.0;0.0;0.0;-450.18401178;-0.00323384;907.07127718;-0.38621782;-590.23269078;-1.9648439;-910.8550929;-4.0911386
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.1571;-471.56277242;-0.00290741;519.21811886;-0.04657111;-507.35278593;-1.00446997;-505.59564981;-0.27125918
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;-502.71847664;-0.00068472;490.4546746;0.0005756;-612.31600293;-0.1286496;-822.5875195;-1.29790796
0.0;0.0;0.0;0.0;0.0;0.0;0.0314;0.0;0.0;0.0628;-462.95130836;-0.00167961;505.9458889;-0.00869773;-1485.51835648;-8.88551581;-446.3305737;0.07344052
0.0;0.0;0.0;0.0;0.0628;0.0;0.0;0.0;0.0;0.1571;-479.75484559;-0.00214002;437.54487016;0.0015693;-588.55668703;-0.10350934;-463.55759114;-0.12824348
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-477.01845493;-0.00140305;504.18769078;-0.009004;-642.07318167;-0.12548857;-474.98818411;-0.20906625
0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-425.07218038;-0.0037967;458.33091036;-0.01534045;-449.63585329;1.21550976;-441.62124917;-0.50541805
0.0;0.0;0.0;0.1257;0.1257;0.0;0.0;0.0;0.0;0.0;-486.39091011;-0.00177852;623.60755693;-0.06248453;-461.63378918;-0.10958174;-520.9263486;-0.12416997
0.0;0.0;0.0;0.0942;0.1571;0.0;0.1885;0.0;0.0;0.0;-489.63504279;-0.00334959;650.05089544;-0.53059449;-430.25093451;-0.0461122;-1571.09731963;-0.80334379
0.0;0.0;0.0;0.1257;0.0;0.0628;0.0;0.0;0.0;0.0;-457.912293;-0.00240204;579.23237012;-0.04744153;-501.35168933;-0.17575882;-496.04071732;-0.15856503
0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-455.72268051;-0.00247477;484.59374041;-0.01363766;-592.30639592;-0.14510447;-558.07979076;0.09476663
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.2199;0.0;-393.14389549;-0.0036541;610.04162101;-0.18103411;-505.81512535;-0.4002559;-666.52949436;0.34699358
0.0;0.0;0.1257;0.0;0.0;0.1257;0.1571;0.0;0.0;0.1885;-427.58008668;-0.00437595;442.12914433;-0.4929007;-898.4274382;2.61612489;-13.59148258;2.82349988
0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0942;0.0;-502.23694669;-0.00232304;642.48548518;-0.08175698;-391.1543805;-0.11522197;-958.06635287;22.39110839
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-446.47764542;-0.00282964;435.88319896;0.0044742;-635.20829115;-0.11703564;-811.95894864;4.24545831
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;-473.11207377;-0.00172146;488.98439646;-0.00576459;-647.4396765;-0.10521212;-492.24302124;0.12790818
0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.1257;0.0;-432.18885558;-0.00401637;456.72141345;-0.01495711;-484.08989668;-0.2113368;-1040.65618151;39.75865023
0.0;0.0;0.0;0.1257;0.2199;0.1885;0.0;0.0;0.0;0.0;-420.90975182;-0.00396049;1508.06034338;-3.94401477;-589.29520149;0.89758948;2945.9957201;142.05973744
0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0628;0.0;-427.9546247;-0.00272971;528.86367424;-0.01858491;-505.02266259;-0.11195803;-778.88677192;-6.76841518
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.1885;0.0;0.0;-438.89423362;-0.00442383;609.12759766;-0.15542478;-424.43014687;-0.05194588;-2031.95137387;80.22043478
0.1257;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-428.23364032;-0.00330866;466.47113856;-0.01448627;-461.09221825;-0.47702673;-590.53104509;0.17698478
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;-457.535193;-0.00182082;427.6690593;-0.00123888;-577.02778549;-0.14234373;-443.56030715;-0.05030397
0.0;0.0;0.0;0.1571;0.1885;0.0;0.0;0.0;0.0;0.0;-436.94039907;-0.00537629;469.15844267;-0.05111431;-770.49822102;-8.4978831;-607.00010895;0.87677688
0.0;0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;-438.49353567;-0.00265304;529.93227496;-0.02919991;-469.2653961;-0.1421907;-1114.86659421;-57.34066882
0.1885;0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-440.97827518;-0.00378061;583.35501745;-0.06209149;-443.69002788;-0.28063698;-737.22116837;3.0171787
0.0;0.0;0.1571;0.0;0.1571;0.1257;0.0;0.0;0.0;0.0;-441.06304532;-0.00479187;515.63730735;-0.05791238;-495.74225673;0.01068215;-1021.28036016;6.44116027
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-444.03247242;-0.00220753;511.61647792;-0.00875459;-725.30838843;-0.08838727;-578.45557788;0.56323624
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;-454.82839746;-0.00258569;425.44716729;-0.00188851;-601.26457673;-0.1161857;-478.25347462;-0.35079241
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.1571;0.0;0.0;-442.23054809;-0.00445279;476.4705471;-0.04158769;-421.77967794;-0.10948723;-753.49905473;2.06134124
0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-429.92640118;-0.00348609;423.83998821;-0.01994328;-391.43064018;-0.77565112;-510.83616713;0.19766582
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.0;-449.86743693;-0.00283522;444.93149436;-0.00344705;-515.27009285;-0.11323187;-460.48868561;-0.17949261
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;-446.16912543;-0.00243946;478.162952;-0.00195123;-647.82214217;-0.10099032;-290.0402048;-1.74226576
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;-470.00522153;-0.00106982;462.6067028;-0.00101211;-745.04233324;-0.16982508;-689.49200379;-4.79523986
0.0;0.0;0.0;0.0;0.0;0.1571;0.1571;0.0;0.0;0.0;-424.53775212;-0.00405166;609.07125923;-0.14060726;-556.16557915;-3.63929853;-639.28061941;-7.12316918
0.0;0.1571;0.1571;0.0;0.0;0.1885;0.1571;0.0314;0.2199;0.0314;-426.72867224;-0.00187313;1095.38097165;-1.12047184;953.75626056;9.52955393;574.72679532;-1.52177576
0.0;0.1257;0.0;0.1571;0.0;0.1885;0.0;0.1257;0.1257;0.1571;-392.06422461;-0.00279847;758.39296552;-0.50825725;427.26111074;17.48968705;666.77108891;7.9567831
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-480.88523175;-6.15e-05;467.73532437;-5.303e-05;-936.05411618;-0.00759772;-474.97574228;-0.00470266
0.1257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-425.77292613;-0.00300428;523.8604132;-0.02076924;-619.96698341;-0.19076676;-565.00653198;-0.53446582
0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;-488.01446102;-0.00035145;454.4193916;-0.00100392;-846.71511118;-0.2508514;-359.08298221;-0.3059694
0.1571;0.0;0.0;0.0;0.1257;0.1571;0.0;0.1257;0.1257;0.0;-361.21824562;-0.00491072;-395.16430591;-1.94174709;-1010.31031376;801.16465005;1223.44147883;27.48336311
0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;-452.330579;-0.0020503;498.3934785;-0.01223568;-654.9959428;-0.11670864;-593.36301406;-0.83396143
0.1885;0.0;0.1571;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;-494.68474117;-0.0027282;1118.55032427;-1.34866273;-450.05865705;-0.01435444;-645.10883388;5.69487716
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.1257;0.0;-458.73987362;-0.00210438;646.34247976;-0.08704548;-535.5370036;-0.27046414;-501.18373293;-0.08119388
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2513;0.0;0.0;-447.85190703;-0.00210251;509.47687923;-0.0298713;-452.93094241;-0.44500264;-432.60869203;0.82731727
0.0;0.0;0.0;0.0;0.0;0.1257;0.1257;0.0;0.0;0.1257;-454.12431314;-0.00353987;487.45969118;-0.06730081;-410.70175236;-0.05861171;-832.14019076;9.97011458
0.0;0.0;0.0;0.2199;0.2199;0.0;0.1571;0.1257;0.0;0.2827;-375.52031355;-0.00204178;529.74214339;-0.20517753;-2490.22017354;58.11592721;432.23491169;0.73126471
0.0;0.0;0.0;0.1571;0.0;0.1571;0.0942;0.1571;0.0;0.1257;-384.68714311;-0.00393;152.63328584;-0.48352256;-462.7167931;1.61799211;600.42211125;58.30742229
0.1571;0.0;0.1571;0.0628;0.0;0.0;0.0;0.0;0.1571;0.0;-448.42432828;-0.00311346;663.04842718;-0.29934571;-497.91280836;0.22053007;-715.51591844;9.66222075
0.0;0.0;0.0;0.0;0.1257;0.0;0.1257;0.0;0.0;0.0;-459.3118616;-0.00271117;436.27301654;-0.00984188;-481.9918532;-0.14539097;-715.529645;-3.77792768
0.0942;0.1885;0.0;0.1885;0.0942;0.1571;0.0;0.1885;0.0;0.0;-405.13867313;-0.003413;1650.1163278;-2.6132194;740.43319677;9.06180668;317.06173725;1.98026331
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.1571;0.1257;0.0;-438.1429298;-0.00323434;617.10495339;-0.20800076;-434.96509629;-0.02607884;-1603.37873934;9.71919886
0.0;0.0;0.0;0.0;0.0;0.0;0.0942;0.0;0.0;0.1257;-420.5449696;-0.00282992;535.93796427;-0.03085523;-469.93609669;-0.14228929;-417.62406648;-0.42012863
0.0;0.0;0.0;0.1885;0.0;0.0;0.0;0.0314;0.0;0.0;-493.7436824;-0.00224514;485.60021889;-0.03190124;-511.48525798;-0.10486338;-855.33989138;11.17620955
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;-449.47066691;-0.00188062;468.00264957;-0.01027482;-633.74908064;-0.12699167;-688.96240107;-4.36541924
0.0;0.0;0.1257;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;-469.02082059;-0.00256848;465.29798469;-0.0135609;-492.22050947;-0.07575553;-528.31460415;-0.05867489
0.0;0.0;0.1885;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;-417.00135675;-0.00408986;558.2124158;-0.07190999;-485.97648681;-0.18177238;-512.90283394;-0.44977855
0.0;0.0;0.0;0.0;0.0628;0.1257;0.0;0.0;0.1257;0.0;-441.19478174;-0.00368515;559.55437537;-0.05865915;-426.34067046;-0.24667113;-478.26282735;-0.38278782
0.1571;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;-406.9188626;-0.0044232;482.47844009;-0.04317898;-409.66852438;0.00571807;-598.04856428;0.10855912
0.0;0.0;0.0942;0.0;0.0628;0.0;0.0628;0.0;0.0;0.1571;-464.96375124;-0.00324468;494.37454243;-0.04826889;-465.62983117;-0.14864539;-317.0751441;6.99662115
0.0;0.0;0.1257;0.1885;0.0;0.0;0.1257;0.0;0.1885;0.0;-423.21133098;-0.00427927;260.52210391;-0.44276331;-586.877559;1.23412614;1309.96336823;11.67237336
0.0;0.0628;0.0;0.0942;0.0;0.0;0.0;0.0;0.2199;0.2513;-438.63883237;-0.0040022;526.19584235;-0.19796274;-697.18747131;1.45130341;3536.33868253;120.37176805
0.0;0.0;0.1885;0.0;0.0;0.0942;0.0;0.0;0.2199;0.1571;-348.85520351;-0.00497024;233.5408929;-0.7509953;-467.76281339;18.59716322;541.46870891;10.2672997
0.0;0.0;0.0;0.0;0.1257;0.1571;0.0;0.0;0.0;0.0;-458.36242727;-0.00223285;475.81776928;-0.01763512;-559.44288375;0.43758161;-526.73463883;0.09342937
0.0942;0.0628;0.0628;0.1571;0.0;0.0;0.1885;0.0942;0.1571;0.0;-387.32411416;-0.0039811;101.07342948;-0.60235747;-983.69274224;67.0908676;32.10635147;-64.61679542
0.0;0.0;0.0;0.0;0.0;0.1571;0.1257;0.0;0.0;0.1257;-448.88316576;-0.0027046;809.37459183;-0.57612725;642.74893674;-822.86117794;-782.19243939;4.17250486
0.1885;0.0;0.0;0.1885;0.0;0.1571;0.0;0.0;0.1257;0.0;-419.07254405;-0.00346652;3731.57243119;-53.93290028;-330.27921724;-0.38255778;1673.00624585;44.15522375
0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;-500.81014009;-0.00041686;451.53662617;-0.00136009;-704.0638691;-0.09348253;-1224.95000569;6.92828724
0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.1571;0.0;-402.55207268;-0.0032937;-422.26057292;-2.60307096;-436.31030856;0.19468302;-1082.59885376;5.71577162
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-480.88523175;-6.15e-05;467.73532437;-5.303e-05;-936.05411618;-0.00759772;-474.97574228;-0.00470266
0.0;0.0;0.0;0.1885;0.0;0.0942;0.0;0.0;0.1571;0.0;-463.31978859;-0.0038486;496.35571868;-0.05752634;-521.07264309;0.04471058;-716.10543915;2.93827719
0.0;0.0;0.1571;0.0;0.0;0.0;0.0628;0.0;0.0;0.0;-446.16528129;-0.00366304;444.96195831;-0.00593872;-557.20790187;-0.15938197;422.06193892;34.63029079
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0942;0.0;-469.12958753;-0.00079646;457.17832625;-0.00163945;-907.30445655;-0.2269606;5049.72405586;-1786.64082752
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-446.44048202;-0.00229596;495.40814917;-0.00860014;-646.53552876;-0.11230137;-503.02557737;-0.15588154
0.0;0.0942;0.0;0.0;0.0;0.0;0.0942;0.1885;0.0;0.2199;-382.99976171;-0.0045534;90.23878493;-0.51898183;-574.52528916;0.45331397;-11018.81147021;1256.94117979
0.0;0.0;0.1885;0.0942;0.0;0.0;0.0;0.1571;0.0628;0.0;-425.59050018;-0.00283593;1588.26839686;-3.82973842;-464.12313701;0.18163278;-971.38147993;6.58251537
0.0;0.0;0.0;0.1571;0.1571;0.0;0.1257;0.0;0.0;0.0;-424.43385995;-0.0046752;642.67590719;-0.65096633;-491.16025478;-0.3572325;-462.50594517;0.08144691
0.0;0.0;0.0;0.0;0.0;0.1257;0.1257;0.1885;0.0;0.1571;-399.10702679;-0.0024449;651.55635392;-0.37432589;379.1507756;10.89070862;-3418.80882813;284.07806271
0.0;0.0;0.0942;0.1885;0.0;0.0;0.1571;0.1257;0.1571;0.0;-449.73102346;-0.00455143;637.08568835;-0.25353776;-497.38065831;0.31139328;440.03042591;6.05918515
0.0;0.0;0.0;0.0;0.0;0.1885;0.1571;0.0;0.0;0.0;-452.25452466;-0.00350083;582.06944972;-0.1229317;-578.32038551;-4.92201992;-621.73228217;0.4714714
0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-445.81807955;-0.00324718;436.66909755;0.00136567;-445.86316213;-0.10277237;-663.25872026;-14.22968046
0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.1257;-461.98855632;-0.00320869;513.43219334;-0.04700062;-324.186015;11.87931867;-193.24000495;6.44679764
0.0;0.0;0.0942;0.0;0.1571;0.1257;0.0;0.0628;0.0;0.0942;-407.74137281;-0.00372744;1387.84607549;-2.17965628;-414.68869766;0.10604265;2395.61161013;39.99449746
0.0;0.0;0.1571;0.0;0.0;0.0;0.2513;0.0;0.0;0.0;-426.94437976;-0.00432772;627.42360466;-0.23728287;-420.16989906;-0.05085215;-665.45389522;3.23262176
0.0;0.0;0.0;0.1257;0.0;0.1571;0.0;0.0;0.0;0.0;-428.05864014;-0.00354202;452.10152025;-0.00950812;-462.03947419;-0.36551099;-358.20039659;-0.17332404
0.0;0.0;0.0;0.0;0.1257;0.0628;0.1571;0.0;0.0;0.0;-429.32700796;-0.0030334;614.99053693;-0.16540368;-552.47524563;0.09724526;-489.79643879;0.45776275
0.0;0.0;0.0;0.0;0.0628;0.1885;0.1571;0.0;0.1257;0.0;-416.65226695;-0.00378463;1279.14136254;-24.5925697;-418.25161928;0.09606498;301.814906;19.12879654
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0628;-454.88958731;-0.00233836;611.34395257;-0.05853452;-430.05718886;-0.24463365;-522.3836756;-0.03288382
0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;-435.04787672;-0.00341281;854.32901911;-1.34808448;-399.56928954;-0.24109249;-320.51842358;0.07497913
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.1885;-479.82900598;-0.00183556;841.52112501;-0.4319698;-385.97065936;-0.1048717;-833.76681031;13.1414491
0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;-485.26805704;-0.0023798;459.38371486;-0.02028939;-372.02646999;1.20928263;-333.13617473;2.05870756
0.0;0.1571;0.1885;0.1885;0.0;0.0;0.1571;0.0;0.0;0.0;-412.23081764;-0.00279148;-156.41650612;-0.75266335;118.19533623;5.62829731;-303.99353278;20.91092576
0.1257;0.0;0.0;0.0;0.0;0.1257;0.1571;0.1571;0.0;0.0;-400.97947847;-0.00305246;55862.36168784;-24794.19167409;-709.9000428;1.42665246;-55216.83070165;16277.69433011
0.0;0.0;0.0;0.2199;0.1885;0.0;0.0;0.0;0.1571;0.1571;-461.22316549;-0.00485772;891.7389514;-1.04592827;-1302.98021343;5.63111974;611.56426329;4.63038678
0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0;-428.93245655;-0.00327665;438.40285381;-0.00828003;-482.69570275;-0.17359914;-565.77098634;1.66972038
0.1885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-445.77801224;-0.00187707;469.63537198;-0.00842757;-571.59523513;-0.12302451;-404.25578974;-9.12284059
0.2513;0.0;0.1257;0.0;0.0;0.1571;0.0;0.0;0.1571;0.0;-430.25687777;-0.00354617;470.04657774;-0.40439614;-931.21748819;6.49434177;721.86279541;3.52856708
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.1885;0.1571;-421.97087773;-0.00596104;3320.76688216;-91.16059692;-489.67514555;0.19509565;-930.0523417;6.25285032
0.0;0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;-475.2352021;-0.00123161;485.64684955;-0.01006191;-626.76574598;-0.1235845;-613.74370594;-3.49732674
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-491.57205008;-0.00121425;439.65337143;-0.00572047;-573.73583728;-0.11821329;-715.37820517;-1.07504502
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;-483.87524567;-0.00156359;520.48225774;-0.01772357;-592.64830219;-0.13411811;-340.00159492;-1.49587223
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0628;-474.0872449;-0.00213302;528.37238255;-0.02593109;-550.96316762;-0.09429891;-450.13216331;-0.01627932
0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;-474.98192398;-0.00201483;523.17667977;-0.00863734;-597.78852538;-0.13062379;-602.86409614;-1.48760815
0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-471.64278301;-0.0021314;495.30602356;-0.01258267;-546.6475776;-0.1560905;-473.19088506;-0.10638196
0.0;0.0;0.0628;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;-456.12685642;-0.00223984;497.62606683;-0.01160235;-580.2330351;-0.16888031;-634.22584694;-1.19761163
0.0;0.0;0.0;0.0;0.1885;0.1257;0.1885;0.0942;0.0;0.0;-394.57459774;-0.00507411;221.1240583;-0.43890536;-582.66199258;0.68823004;787.71031261;3.86976676
0.0;0.0;0.0;0.0;0.0;0.2513;0.2513;0.0;0.0;0.0;-424.68002253;-0.00313164;874.93088621;-1.25459812;-685.84841588;0.64242801;-1841.67997212;157.05077692
