sg_1;sg_2;sg_3;sg_4;sg_5;f_1_r;f_1_i;f_2_r;f_2_i;f_3_r;f_3_i;f_4_r;f_4_i
0.0;0.0;0.2199;0.0;0.0;-550.8986819;-0.00018666;-2167.7977345;-0.00116235;-1576.04030004;-0.00082923;10747.93114612;-3.65259807
0.0;0.0;0.1257;0.0;0.0;258.41955747;-0.00012812;3202.58367745;-0.00281982;-357.77492052;-8.364e-05;108.51233076;0.00309714
0.0;0.0;0.0;0.0;0.1257;562.95830016;-0.00040572;-1578.8256467;-0.00072746;-313.14762371;-0.000448;1748.61647175;-0.02209784
0.0;0.0628;0.0;0.0;0.0;-460.17295473;-0.00015935;2098.72420316;-0.00114704;-778.09555016;-0.00022647;554.87530639;-0.00128263
0.0;0.0628;0.0;0.0;0.2199;4936.07673066;-0.0308039;544.61777244;-0.00010577;196.66873197;-0.00130053;-312.43737143;0.00110401
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.2513;0.0;0.1885;0.0;0.0;-206.14431865;6.63e-06;-426.23925705;-4.308e-05;-462.96409747;3.663e-05;-765.77304249;-0.05394427
0.1571;0.0628;0.0;0.0628;0.2513;-662.37262235;-8.852e-05;-824.39427312;9.35e-05;-5.79865613;4.807e-05;114.91583425;-9.586e-05
0.0;0.0;0.0314;0.0;0.0942;-810.26639618;-0.00061279;3040.32377241;-0.00306874;-468.0381761;-8.247e-05;-81.37829403;-0.00708106
0.1571;0.0;0.0;0.2199;0.0;-1020.85091116;0.00021918;-994.45863748;-0.00022484;152.98661107;0.00025292;-145.53916874;-0.0015998
0.0;0.0;0.1885;0.2199;0.0;-278.99612645;-1.6e-05;-224.28483665;-1.18e-05;-85.90214056;0.00013412;-882.7015699;-0.02266227
0.1257;0.0;0.0;0.0;0.0;1580.98240079;-0.00293265;-6265.16547532;-0.00854791;-411.31399435;-2.129e-05;2037.62779169;-0.02267029
0.0;0.1885;0.0;0.0;0.0;187.14763541;-7.37e-05;-650.01890581;-0.00013708;669.48297173;-0.0007218;376.50894874;-2.807e-05
0.0;0.0;0.0;0.0;0.0;405.23674842;-0.00025165;1446.44504275;-0.00053185;-840.90382254;-0.00026812;519.16900865;-0.00031994
0.0942;0.1885;0.1571;0.0;0.0942;-129.83333811;-1.336e-05;-228.14724542;-8.07e-06;-450.13221763;-0.00055191;-43.31571805;-0.0001348
0.1885;0.1885;0.0;0.0;0.0;-97.62826485;1.246e-05;-304.78476727;-2.458e-05;-314.40481127;5.542e-05;-620.54936043;-0.00609306
0.0;0.1257;0.0314;0.1571;0.1571;-460.04472577;-0.00037;-465.14096753;-4.442e-05;125.66612598;-0.00073183;-6779.46840766;-0.71252751
0.0;0.0;0.1885;0.0;0.0;-318.18959745;-2.319e-05;-704.78278165;-0.00014068;-290.80228185;-4.533e-05;1137.00859797;-0.0100854
